id,name,source,prescription_required,retail_price,discounted_price,manufacturer,packaging_form,salts,quantity_num,cluster
source_1-65313,dolowin tc 4 tablet 10,source_1,True,192.0,169.0,micro labs ltd,Strip | Tablet,aceclofenac 100mg thiocolchicoside 4mg,10.0,27
source_6-76060,dolowin tc 8mg strip 10 tablet,source_6,True,260.0,260.0,micro labs,STRIP,aceclofenac 100 0 mg thiocolchicoside 8 0 mg,10.0,27
source_7-90674,dolowin tc 8 tablet,source_7,True,260.0,255.0,micro labs ltd,Unknown,aceclofenac 100mg thiocolchicoside 8mg,10.0,27
source_1-65314,dolowin tc 8 tablet 10,source_1,True,284.0,249.9,micro labs ltd,Strip | Tablet,aceclofenac 100mg thiocolchicoside 8mg,10.0,27
source_7-90675,dolowind aq injection,source_7,True,15.0,14.5,glanwind healthcare,Unknown,diclofenac 75mg,1.0,27
source_7-90676,dolox 20mg tablet dt,source_7,True,39.0,37.8,aronex life sciences pvt ltd,Unknown,piroxicam 20mg,10.0,17
source_7-90677,dolox 40mg injection,source_7,True,145.60905632772494,117.88129046242776,aronex life sciences pvt ltd,Unknown,piroxicam 40mg,22.986317567567568,18
source_6-76062,dolox dt 20mg tablet,source_6,True,39.0,34.32,aronex life sciences pvt ltd,STRIP,piroxicam 20 0 mg,10.0,17
source_7-90678,doloxer 650mg tablet,source_7,False,30.824,26.9,alisier drugs pvt ltd,Unknown,paracetamol 650mg,15.0,30
source_6-76063,doloxia 90mg strip 10 tablet,source_6,True,99.0,87.12,dolopharma healthcare,STRIP,etoricoxib 90 0 mg,10.0,15
source_1-65316,doloxicam 20mg 2ml inj,source_1,True,241.0,212.1,troikaa laboratories,Ampoule | Injection,piroxicam 20mg,2.0,17
source_1-65317,doloxicam 20mg dt tablet 15,source_1,True,216.5,190.5,triokaa pharmaceuticals ltd,Strip | Tablet,piroxicam 20mg,15.0,17
source_6-76064,doloxicam ampoule 2ml injection,source_6,True,53.08,46.71,troikaa pharmaceuticals ltd,AMPOULE,piroxicam 40 0 mg,2.0,18
source_3-2163,doloxicam dt 20mg tab 1x15,source_3,True,216.59,184.1,troikaa pharmaceuticals ltd,Strip TABLET,piroxicam 20 mg,15.0,17
source_6-76065,doloxicam dt strip 15 tablet,source_6,True,179.0,157.52,troikaa pharmaceuticals ltd,STRIP,piroxicam 20 0 mg,15.0,17
source_7-90679,doloxicam dt tablet,source_7,True,216.59,194.4,troikaa pharmaceuticals ltd,Unknown,piroxicam 20mg,15.0,17
source_7-90680,doloxicam injection,source_7,True,43.88,42.5,troikaa pharmaceuticals ltd,Unknown,piroxicam 40mg,2.0,18
source_1-65318,doloxicam injection 5 x 2 ml,source_1,True,265.0,233.2,troikaa pharmaceuticals ltd,Packet | Injection,piroxicam 20mg,5.0,18
source_7-90681,doloxicam tablet,source_7,True,227.51800000000003,196.9,troikaa pharmaceuticals ltd,Unknown,piroxicam na,15.0,17
source_7-90682,doloxy cv 1 2gm injection,source_7,True,145.60905632772494,117.88129046242776,dolvis bio pharma pvt ltd,Unknown,amoxycillin 1000mg clavulanic acid 200mg,22.986317567567568,8
source_1-65319,doloxy cv 375 mg tablet 6,source_1,True,138.0,121.44,dolvis bio pharma pvt ltd,Strip | Tablet,amoxycillin 250mg clavulanic acid 125mg,6.0,8
source_7-90683,doloxy cv 375 tablet,source_7,True,95.0,92.1,dolvis bio pharma pvt ltd,Unknown,amoxycillin 250mg clavulanic acid 125mg,6.0,8
source_6-76066,doloxy cv 500 125 mg tablet 6,source_6,True,95.0,83.6,dolvis biopharma,STRIP,amoxicillin 500 0 mg clavulanate 125 0 mg,6.0,8
source_7-90684,doloxy cv dry syrup,source_7,True,145.60905632772494,117.88129046242776,dolvis bio pharma pvt ltd,Unknown,amoxycillin 200mg clavulanic acid 28 5mg,22.986317567567568,8
source_1-65320,doloxy cv forte dry syrup,source_1,True,129.0,113.52,dolvis bio pharma pvt ltd,Bottle | Syrup,amoxycillin 400mg clavulanic acid 57mg,30.0,8
source_7-90686,doloxy cv lb tablet,source_7,True,156.0,135.9,dolvis bio pharma pvt ltd,Unknown,amoxycillin 500mg clavulanic acid 125mg lactobacillus 60million spore,6.0,8
source_7-90687,doloxy cv oral drop,source_7,True,55.0,53.3,dolvis bio pharma pvt ltd,Unknown,amoxycillin 80mg clavulanic acid 11 4mg,10.0,8
source_7-90688,dolozak tablet,source_7,True,36.0,31.41,zetek pharmaceuticals pvt ltd,Unknown,chlorzoxazone 250mg diclofenac 50mg paracetamol 325mg,10.0,27
source_6-76067,dolozap 100 325mg strip 10 tablet,source_6,True,48.0,42.24,stable pharma,STRIP,aceclofenac 100 0 mg paracetamol acetaminophen 325 0 mg,10.0,27
source_7-90689,dolozap 100mg 325mg tablet,source_7,True,45.0,39.24,stable pharma,Unknown,aceclofenac 100mg paracetamol 325mg,10.0,27
source_6-76068,dolozap gel 30 gm,source_6,False,77.0,67.76,stable pharma,TUBE,diclofenac 1 16 w w linseed oil 3 0 w w menthol 5 0 w w methyl salicylate 10 0 w w,30.0,5
source_6-76069,dolozap mr 4 mg tablet 10,source_6,True,160.0,140.8,stable pharma,STRIP,aceclofenac 100 0 mg thiocolchicoside 4 0 mg,10.0,27
source_2-39818,dolozed 50mg 325mg tablet,source_2,True,19.9,16.32,zed pharmaceuticals,Unknown,diclofenac 50mg paracetamol acetaminophen 325mg,29.4,27
source_2-39819,dolozed mr 250mg 50mg 325mg tablet,source_2,True,34.9,28.62,zed pharmaceuticals,Unknown,chlorzoxazone 250mg diclofenac 50mg paracetamol ac,18.8,27
source_7-90690,dolozed mr tablet,source_7,True,34.9,33.8,zed pharmaceuticals,Unknown,chlorzoxazone 250mg diclofenac 50mg paracetamol 325mg,10.0,27
source_7-90691,dolozed tablet,source_7,True,19.9,19.3,zed pharmaceuticals,Unknown,diclofenac 50mg paracetamol 325mg,10.0,27
source_2-39820,dolozen 10mg tablet,source_2,True,56.58,46.4,litaka pharmaceuticals ltd,Unknown,serratiopeptidase 10mg,21.0,27
source_7-90693,dolozen 50 mg 10 mg tablet,source_7,True,61.37,53.55,litaka pharmaceuticals ltd,Unknown,diclofenac 50mg serratiopeptidase 10mg,10.0,27
source_2-39822,dolozen forte 10mg tablet,source_2,True,56.42,46.26,litaka pharmaceuticals ltd,Unknown,serratiopeptidase 10mg,20.0,27
source_2-39823,dolozer 75mg injection,source_2,True,14.0,11.48,zerdia healthcare pvt ltd,Unknown,diclofenac 75mg,18.4,27
source_7-90696,dolozer mr tablet,source_7,True,60.0,52.38,zerdia healthcare pvt ltd,Unknown,chlorzoxazone 250mg diclofenac 50mg paracetamol 325mg,10.0,27
source_2-39825,dolozer sp 50mg 325mg 15mg tablet,source_2,True,65.0,53.3,zerdia healthcare pvt ltd,Unknown,diclofenac 50mg paracetamol acetaminophen 325mg se,30.0,27
source_1-65322,dolozest mr 250mg 50mg 325mg tablet,source_1,True,55.0,48.4,aerozest life science,Strip | Tablet,unknown,10.0,1
source_7-90699,dolozest p 100mg 325mg tablet,source_7,True,47.2,45.8,scieniq healthcare pvt ltd,Unknown,aceclofenac 100mg paracetamol 325mg,10.0,27
source_7-90700,dolozest sp 100mg 325mg 15mg tablet,source_7,True,78.6,76.2,scieniq healthcare pvt ltd,Unknown,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg,10.0,27
source_7-90701,dolozest sp 50mg 325mg 15mg tablet,source_7,True,66.0,64.0,aerozest life science,Unknown,diclofenac 50mg paracetamol 325mg serratiopeptidase 15mg,10.0,27
source_7-90702,dolozid 75mg injection,source_7,True,18.0,17.5,next wave india,Unknown,diclofenac 75mg,1.0,27
source_2-39826,dolozin 50 mg 2 mg tablet,source_2,True,53.32,43.72,profess health products pvt ltd,Unknown,diclofenac 50mg tizanidine 2mg,19.0,27
source_7-90704,dolozit 20mg injection,source_7,True,25.0,24.2,zither pharmaceutical pvt ltd,Unknown,piroxicam 20mg,2.0,18
source_6-76070,dolozox mr neo strip 1o tablet,source_6,True,65.8,55.93,micro labs,STRIP,diclofenac sodium 50 0 mg chlorzoxazone 250 0 mg paracetamol acetaminophen 325 0 mg,10.0,27
source_1-65326,dolozox mr neo tablet 10,source_1,True,65.5,57.64,micro labs ltd,Strip | Tablet,chlorzoxazone 250mg diclofenac 50mg paracetamol 325mg,10.0,27
source_6-76071,dolozox mr strip 10 tablet,source_6,True,65.8,55.93,micro labs,STRIP,diclofenac 50 0 mg chlorzoxazone 250 0 mg paracetamol acetaminophen 325 0 mg,10.0,27
source_1-65327,dolozox mr tablet 10,source_1,True,64.0,56.3,micro labs ltd,Strip | Tablet,chlorzoxazone 250mg diclofenac 50mg paracetamol 325mg,10.0,27
source_6-76072,dolozox strip 10 tablet,source_6,True,65.35,55.55,micro labs,STRIP,diclofenac 50 0 mg chlorzoxazone 250 0 mg paracetamol acetaminophen 325 0 mg,10.0,27
source_2-39827,dolozox tablet,source_2,True,58.8,48.22,micro labs ltd,Unknown,chlorzoxazone 250mg diclofenac 50mg paracetamol ac,21.0,27
source_1-65328,dolozox tablet 10,source_1,True,79.5,70.0,micro labs ltd,Strip | Tablet,chlorzoxazone 250mg diclofenac 50mg paracetamol 325mg,10.0,27
source_6-197633,paracip 100 mg tablet 10,source_6,False,76.92,67.69,cipla health ltd,STRIP,paracetamol acetaminophen 100 0 mg,10.0,30
source_7-232474,paracip 1000mg injection,source_7,True,8.166,7.0,cipla ltd,Unknown,paracetamol 1000mg,2.0,30
source_7-232475,paracip 125mg suspension,source_7,False,25.954,22.5,cipla ltd,Unknown,paracetamol 125mg,60.0,30
source_3-6189,paracip 125mg syp 60ml,source_3,False,24.86,23.62,cipla pharmaceutical company ltd,Bottle,paracetamol acetaminophen 125 mg 5 ml,60.0,30
source_6-197634,paracip 125mg syrup 60ml,source_6,False,24.92,22.18,cipla health ltd,BOTTLE,paracetamol acetaminophen 125 0 mg 5ml,60.0,30
source_6-197635,paracip 150 mg injection 2 ml,source_6,True,6.0,5.28,cipla health ltd,BOTTLE,paracetamol acetaminophen 150 0 mg,2.0,30
source_6-197636,paracip 150 mg injection 30 ml,source_6,True,421.68,358.43,cipla health ltd,INJECTION,paracetamol,10.0,30
source_6-197637,paracip 250mg suspension 60ml,source_6,False,45.02,29.26,cipla health ltd,BOTTLE,paracetamol acetaminophen 250 0 mg 5ml,60.0,30
source_3-6190,paracip 250mg syp 60ml,source_3,False,45.02,42.77,cipla pharmaceutical company ltd,Bottle SYRUP,paracetamol acetaminophen 250 mg 5ml,60.0,30
source_6-197638,paracip 500mg strip 10 tablet,source_6,False,9.96,8.47,cipla health ltd,STRIP,paracetamol acetaminophen 500 0 mg,10.0,30
source_6-197639,paracip 500mg strip 15 tablet,source_6,False,9.96,8.47,cipla health ltd,STRIP,paracetamol acetaminophen 500 0 mg,15.0,30
source_2-96309,paracip 500 tablet,source_2,True,11.0,9.02,cipla,Unknown,paracetamol 500mg,16.4,30
source_7-232476,paracip 500 tablet,source_7,False,9.96,8.73,cipla ltd,Unknown,paracetamol 500mg,10.0,30
source_6-197640,paracip 650mg strip 10 tablet,source_6,False,22.51,19.13,cipla health ltd,STRIP,paracetamol acetaminophen 650 0 mg,10.0,30
source_3-6191,paracip 650mg tab 1x10,source_3,False,22.4,21.28,cipla pharmaceutical company ltd,Strip TABLET,paracetamol acetaminophen 650 mg,10.0,30
source_7-232477,paracip 650mg tablet,source_7,False,25.003999999999998,22.51,salud care india pvt ltd,Unknown,paracetamol 650mg,10.0,30
source_2-96310,paracip 650 tablet,source_2,False,22.51,18.46,cipla ltd,Unknown,paracetamol 650mg,30.2,30
source_1-158205,paracip 650 tablet 10,source_1,False,22.5,19.8,cipla ltd,Strip | Tablet,paracetamol 650mg,10.0,30
source_2-96311,paracip cpm 5 mg 500 mg tablet,source_2,True,6.28,5.15,cipla ltd,Unknown,chlorpheniramine maleate 5mg paracetamol acetamino,8.4,30
source_6-197641,paracip cpm tablet,source_6,True,6.28,5.53,cipla health ltd,STRIP,chlorpheniramine chlorphenamine 5 0 mg paracetamol acetaminophen 500 0 mg,10.0,30
source_2-96312,paracip drop,source_2,True,29.8,24.44,cipla ltd,Unknown,paracetamol acetaminophen 150mg,10.0,30
source_1-158206,paracip drop 15 ml,source_1,True,37.0,32.6,cipla ltd,Bottle | Drops,paracetamol 150mg,15.0,30
source_2-96313,paracip infusion,source_2,True,421.68,345.78,cipla ltd,Unknown,paracetamol acetaminophen 1000mg,38.0,30
source_6-197643,paracip injection 100ml,source_6,True,510.22,433.69,cipla health ltd,BOTTLE,paracetamol acetaminophen 1000 0 mg,100.0,30
source_1-158207,paracip injection 100 ml,source_1,True,617.0,543.0,cipla ltd,Vial | Injection,paracetamol 1000mg,100.0,30
source_6-197644,paracip injection 2ml,source_6,True,288.5,253.88,cipla health ltd,AMPOULE,paracetamol acetaminophen 1000 0 mg,2.0,30
source_6-197645,paracip plus tablet,source_6,True,14.0,12.32,cipla health ltd,STRIP,diclofenac potassium paracetamol,10.0,30
source_2-96314,paracip suspension,source_2,True,39.62,32.49,cipla ltd,Unknown,paracetamol acetaminophen 250mg 5ml,16.4,30
source_1-158208,paracip suspension 60 ml,source_1,False,45.0,39.6,cipla ltd,Bottle | Suspension,paracetamol 250mg,60.0,30
source_7-232481,paracip suspension 60ml fever pain management,source_7,False,45.02,27.9,cipla ltd,Unknown,paracetamol 250mg 5ml,60.0,30
source_2-96315,paracip syrup,source_2,True,38.0,31.16,cipla ltd,Unknown,paracetamol acetaminophen 125mg 5ml,30.0,30
source_1-158209,paracip syrup 60 ml,source_1,False,24.5,21.6,cipla ltd,Bottle | Syrup,paracetamol 125mg,60.0,30
source_2-96316,paracip tablet,source_2,True,10.2,8.36,cipla ltd,Unknown,paracetamol acetaminophen 500mg,9.2,30
source_6-280441,zerodol 100mg strip 10 tablet,source_6,True,59.3,52.18,ipca laboratories,STRIP,aceclofenac 100 0 mg,10.0,20
source_5-47170,zerodol 100mg tablet 10,source_5,True,59.3,48.63,ipca laboratories ltd,STRIP,aceclofenac 100 mg,10.0,20
source_1-225416,zerodol 100 tablet 10,source_1,True,59.0,51.9,ipca laboratories ltd,Strip | Tablet,aceclofenac 100mg,10.0,20
source_2-136305,zerodol 150mg injection,source_2,True,19.8,16.24,ipca laboratories ltd,Unknown,aceclofenac 150mg,30.0,20
source_1-225417,zerodol 150 mg injection 1 ml,source_1,True,119.0,104.72,ipca laboratories ltd,Vial | Injection,aceclofenac 150mg,1.0,20
source_6-280442,zerodol ampoule 1ml injection,source_6,True,19.8,19.8,ipca laboratories,AMPOULE,aceclofenac 150 0 mg ml,1.0,20
source_6-280443,zerodol cr 200mg strip 10 tablet,source_6,True,100.7,88.62,ipca laboratories,STRIP,aceclofenac 200 0 mg,10.0,20
source_5-47171,zerodol cr 200mg tablet 10,source_5,True,100.7,82.57,ipca laboratories ltd,STRIP,aceclofenac 200 mg,10.0,20
source_3-9076,zerodol cr tab 1x10,source_3,True,100.7,85.6,ipca laboratories ltd,Strip TABLET,aceclofenac 200 mg sustained release,10.0,20
source_7-334745,zerodol cr tablet,source_7,True,100.7,86.4,ipca laboratories ltd,Unknown,aceclofenac 200mg,10.0,20
source_1-225418,zerodol cr tablet 10,source_1,True,100.5,88.4,ipca laboratories ltd,Strip | Tablet,aceclofenac 200mg,10.0,20
source_2-136307,zerodol gel,source_2,True,151.0,123.82,ipca laboratories ltd,Unknown,aceclofenac na,44.0,20
source_1-225419,zerodol gel 30gm,source_1,True,151.0,132.9,visco,Tube | Gel,aceclofenac 1 5 w w linseed oil 3 w w menthol 1 25 w w methyl salicylate 2 5 w w,30.0,5
source_5-47172,zerodol gel 30gm,source_5,False,151.0,123.82,ipca laboratories ltd,TUBE,aceclofenac 1 5 linseed oil 3 menthol 5 methyl salicylate 10,30.0,5
source_6-280445,zerodol mr strip 10 tablet,source_6,True,119.05,104.76,ipca laboratories,STRIP,aceclofenac 100 0 mg tizanidine 2 0 mg,10.0,20
source_3-9077,zerodol mr tab 1x10,source_3,True,119.05,101.19,ipca laboratories ltd,Strip TABLET,aceclofenac 100 mg tizanidine 2 mg,10.0,20
source_2-136308,zerodol mr tablet,source_2,True,119.05,97.62,ipca laboratories ltd,Unknown,aceclofenac 100mg tizanidine 2mg,23.0,20
source_1-225420,zerodol mr tablet 10,source_1,True,119.0,104.7,ipca laboratories ltd,Strip | Tablet,aceclofenac 100mg tizanidine 2mg,10.0,20
source_5-47173,zerodol mr tablet 10,source_5,True,119.05,97.62,ipca laboratories ltd,STRIP,aceclofenac 100 mg tizanidine 2 mg,10.0,20
source_7-334747,zerodol p 100mg 500mg tablet,source_7,True,249.18,242.0,ipca laboratories ltd,Unknown,aceclofenac 100mg paracetamol 500mg,10.0,20
source_6-280446,zerodol p strip 10 tablet,source_6,True,73.0,67.89,ipca laboratories,STRIP,aceclofenac 100 0 mg paracetamol acetaminophen 325 0 mg,10.0,27
source_3-9078,zerodol p tab 1x10,source_3,True,73.0,62.05,ipca laboratories ltd,Strip,aceclofenac 100 mg paracetamol acetaminophen 325 mg,10.0,20
source_2-136309,zerodol p tablet,source_2,True,73.0,59.86,ipca laboratories ltd,Unknown,paracetamol 325mg aceclofenac 100mg,9.2,20
source_7-334748,zerodol p tablet,source_7,True,73.0,63.0,ipca laboratories ltd,Unknown,aceclofenac 100mg paracetamol 325mg,10.0,20
source_5-47174,zerodol p tablet 10,source_5,True,73.0,59.86,ipca laboratories ltd,STRIP,aceclofenac 100 mg paracetamol 325 mg,10.0,20
source_1-225421,zerodol p tablet 10,source_1,True,73.0,64.2,ipca laboratories ltd,Strip | Tablet,aceclofenac 100mg paracetamol 325mg,10.0,20
source_1-225422,zerodol pg 200 150mg tablet,source_1,True,60.0,52.8,ipca laboratories ltd,Strip | Tablet,aceclofenac 200mg pregabalin 150mg,10.0,20
source_7-334749,zerodol pg 200 150 tablet sr,source_7,True,214.5,208.0,ipca laboratories ltd,Unknown,aceclofenac 200mg pregabalin 150mg,10.0,20
source_6-280447,zerodol pg 200 75mg strip 10 tablet,source_6,True,233.1,205.13,ipca laboratories,STRIP,aceclofenac 200 0 mg pregabalin 75 0 mg,10.0,20
source_1-225423,zerodol pg 200 75mg tablet,source_1,True,233.0,205.0,ipca laboratories ltd,Strip | Tablet,aceclofenac 200mg pregabalin 75mg,10.0,20
source_5-47175,zerodol pg 200 75 tablet 10,source_5,True,233.1,191.14,ipca laboratories ltd,STRIP,aceclofenac 200 mg pregabalin 75 mg,10.0,20
source_7-334750,zerodol pg 200 75 tablet sr,source_7,True,233.1,201.6,ipca laboratories ltd,Unknown,aceclofenac 200mg pregabalin 75mg,10.0,20
source_6-280448,zerodol pg tablet,source_6,True,214.5,214.5,ipca laboratories,STRIP,pregabalin 150 0 mg aceclofenac 200 0 mg,10.0,20
source_7-334751,zerodol pt tablet,source_7,True,145.60905632772494,117.88129046242776,ipca laboratories ltd,Unknown,aceclofenac 100mg paracetamol 325mg tramadol 37 5mg,22.986317567567568,20
source_6-280449,zerodol pt tablet,source_6,True,100.37,100.37,ipca laboratories,STRIP,aceclofenac 100 0 mg tramadol 37 5 mg paracetamol acetaminophen 325 0 mg,10.0,20
source_1-225424,zerodol pt tablet 10,source_1,True,162.5,143.0,ipca laboratories ltd,Strip | Tablet,aceclofenac 100mg paracetamol 325mg tramadol 37 5mg,10.0,20
source_6-280450,zerodol 100 15 mg tablet 10,source_6,True,125.65,125.65,ipca laboratories,STRIP,aceclofenac 100 0 mg serratiopeptidase 15 0 mg,10.0,20
source_3-9079,zerodol tab 1x10,source_3,True,103.95,88.36,ipca laboratories ltd,Strip TABLET,aceclofenac 100 mg serratiopeptidase 15 mg,10.0,20
source_2-136313,zerodol tablet,source_2,True,103.95,85.24,ipca laboratories ltd,Unknown,aceclofenac 100mg serratiopeptidase 15mg,10.0,20
source_1-225425,zerodol tablet 10,source_1,True,114.0,100.3,ipca laboratories ltd,Strip | Tablet,aceclofenac 100mg serratiopeptidase 15mg,10.0,20
source_5-47176,zerodol tablet 10,source_5,True,114.3,80.01,ipca laboratories ltd,STRIP,aceclofenac 100 mg serratiopeptidase 15 mg,10.0,20
source_6-280451,zerodol sp strip 10 tablet,source_6,True,130.1,114.49,ipca laboratories,STRIP,aceclofenac 100 0 mg serratiopeptidase 15 0 mg paracetamol acetaminophen 325 0 mg,10.0,27
source_3-9080,zerodol sp tab 1x10,source_3,True,130.1,110.59,ipca laboratories ltd,Strip,aceclofenac 100 mg paracetamol acetaminophen 325 mg serratiopeptidase 15 mg,10.0,20
source_7-334753,zerodol sp tablet,source_7,True,130.1,112.5,ipca laboratories ltd,Unknown,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg,10.0,20
source_5-47177,zerodol sp tablet 10,source_5,True,130.1,106.68,ipca laboratories ltd,STRIP,aceclofenac 100 mg paracetamol 325 mg serratiopeptidase 15 mg,10.0,20
source_1-225426,zerodol sp tablet 10,source_1,True,130.0,114.4,ipca laboratories ltd,Strip | Tablet,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg,10.0,20
source_2-136315,zerodol spa 10 tab,source_2,True,131.6,107.91,ipca laboratories ltd,Unknown,unknown,82.0,1
source_6-280452,zerodol spa strip 10 tablet,source_6,True,159.1,140.01,ipca laboratories,STRIP,drotaverine 80 0 mg aceclofenac 100 0 mg,10.0,20
source_3-9081,zerodol spa tab 1x10,source_3,True,159.1,135.24,ipca laboratories ltd,Strip TABLET,aceclofenac 100 mg drotaverine 80 mg,10.0,20
source_7-334754,zerodol spa tablet,source_7,True,159.1,138.6,ipca laboratories ltd,Unknown,drotaverine 80mg aceclofenac 100mg,10.0,20
source_1-225427,zerodol spa tablet 10,source_1,True,159.0,139.9,ipca laboratories ltd,Strip | Tablet,aceclofenac 100mg drotaverine 80mg,10.0,20
source_5-47178,zerodol spa tablet 10,source_5,True,159.1,130.46,ipca laboratories ltd,STRIP,aceclofenac 100 mg drotaverine 80 mg,10.0,20
source_3-9082,zerodol tab 1x10,source_3,True,59.3,50.41,ipca laboratories ltd,Strip TABLET,aceclofenac 100 mg,10.0,20
source_2-136316,zerodol tablet,source_2,True,59.3,48.63,ipca laboratories ltd,Unknown,aceclofenac 100mg,31.0,20
